,Age_Group,C_EDU_Encoded,C_HSE_Encoded,C_OCC_Encoded,INCM_TYP,NUM_PRD,IS_CASA,CASATD_CNT,CASA_DIFF,DRvCR,IS_TD,IS_FUNDS,IS_CC,IS_LOAN,CC_MTH_TRN_AMT_DIFF,CC_LMT,LoanAsset_ratio,AssetvCValue,Customer_Bank_engagement,C_seg
9755,4,0,0,1,0,4,1,2,0.0,0.9743589744,1,0,0,0,0,0,681100000000000.0,0.0,0.0,0
9756,2,0,0,0,0,2,1,1,0.0,118403.04,0,0,0,0,0,0,821200000000000.0,0.0,0.0,0
9757,4,0,0,1,0,3,1,2,0.0,2.1530707071,1,0,0,0,0,0,868210000000000.0,0.0,0.0,0
9758,2,0,0,2,0,3,1,4,245.15999999999985,,1,0,0,0,0,0,780680000000000.0,0.0,0.0,0
9759,4,0,0,1,0,3,1,1,0.0,4000.0,0,1,0,0,0,0,458600000000000.0,0.0,0.0,0
9760,3,0,0,1,0,2,1,1,0.0,23000.0,0,0,0,0,0,0,319750000000000.0,0.0,0.0,0
9761,3,0,0,1,0,3,1,1,0.0,,0,0,0,0,0,0,543760000000000.0,0.0,0.0,0
9762,2,0,0,2,5,3,1,2,0.0,3073.55,1,0,0,0,0,0,2617650000000000.0,0.0,0.0,0
9763,2,0,0,2,0,2,1,1,0.0,40000.0,0,0,0,0,0,0,161980000000000.0,0.0,0.0,0
9764,3,0,0,2,0,3,1,1,0.0,15000.0,0,1,0,0,0,0,796290000000000.0,0.0,0.0,0
9765,2,0,0,2,0,3,1,3,3573.07,,0,1,0,0,0,0,396220000000000.0,0.0,0.0,0
9766,2,0,0,2,0,3,1,1,0.0,0.5719070822,0,0,0,0,0,0,278120000000000.0,0.0,0.0,0
9767,3,0,0,0,0,3,1,2,0.0,283541.0,1,0,0,0,0,0,440330000000000.0,0.0,0.0,0
9768,4,0,0,1,0,4,1,3,0.0,6.0,1,0,0,0,0,0,530100000000000.0,0.0,0.0,0
9769,4,0,0,1,0,4,1,1,0.0,,0,1,0,0,0,0,1266220000000000.0,0.0,0.0,0
9770,3,3,1,2,5,4,1,2,0.0,2.052866,1,0,0,0,0,0,476520000000000.0,0.0,0.0,0
9772,2,0,0,0,0,3,1,2,0.0,16.732155133,1,0,0,0,0,0,2388640000000000.0,0.0,0.0,0
9773,2,2,2,2,6,6,1,4,0.0,81889.9,1,0,1,0,1227,24000,1216800000000000.0,0.10972673400152448,92411.39,0
9774,4,0,0,0,0,2,1,1,0.0,,0,0,0,0,0,0,15900000000000.0,0.0,0.0,0
9775,2,0,0,2,0,2,1,1,0.0,100000.0,0,0,0,0,0,0,22780000000000.0,0.0,0.0,0
9776,3,0,0,2,0,3,1,2,0.0,7918.76,1,0,0,0,0,0,3605230000000000.0,0.0,0.0,0
9777,3,0,0,2,0,3,1,10,4122.72,305000.0,1,0,0,0,0,0,6742790000000000.0,0.0,0.0,0
9778,2,2,0,0,0,3,1,1,0.0,45071.55,0,1,0,0,0,0,283040000000000.0,0.0,0.0,0
9779,3,0,0,0,0,3,1,1,0.0,0.0,0,1,0,0,0,0,373960000000000.0,0.0,0.0,0
9780,2,0,0,2,0,3,1,1,0.0,1106.0,0,0,0,0,0,0,478490000000000.0,0.0,0.0,0
9781,3,0,0,0,0,3,1,2,0.0,,1,0,0,0,0,0,413060000000000.0,0.0,0.0,0
9782,2,0,0,0,0,3,1,1,0.0,,0,0,0,0,0,0,314970000000000.0,0.0,0.0,0
9783,3,0,0,2,0,3,1,1,0.0,8227.5,0,0,0,0,0,0,209380000000000.0,0.0,0.0,0
9784,3,3,0,2,5,4,1,1,0.0,23055.15,0,0,1,0,767,15700,417650000000000.0,0.08303605844619981,41914.52166667,0
9785,2,2,0,2,4,5,1,2,0.0,104503.71,1,0,0,0,0,0,480860000000000.0,0.0,0.0,0
9786,3,0,0,2,0,6,1,2,0.0,5.608835,1,0,0,0,0,0,1041190000000000.0,0.0,0.0,0
9787,3,0,0,1,0,2,1,1,0.0,,0,0,0,0,0,0,849620000000000.0,0.0,0.0,0
9788,4,0,0,1,0,1,1,1,0.0,105269.52,0,0,0,0,0,0,6740000000000.0,0.0,0.0,0
9789,4,0,0,0,0,3,1,2,0.0,,1,0,0,0,0,0,524650000000000.0,0.0,0.0,0
9790,2,0,0,1,0,4,1,4,0.0,2987.24,1,1,0,0,0,0,983070000000000.0,0.0,0.0,0
9791,2,0,0,1,0,4,1,3,0.0,42.225709912,1,0,0,0,0,0,698100000000000.0,0.0,0.0,0
9792,3,0,0,1,3,3,1,1,0.0,30000.0,0,0,0,0,0,0,2.197326086956517,0.0,0.0,0
9793,3,0,0,1,0,3,1,2,0.0,70000.0,1,0,0,0,0,0,713320000000000.0,0.0,0.0,0
9794,3,0,0,2,5,2,0,0,0.0,,0,0,0,0,0,0,0.0,0.0,0.0,0
9795,4,0,0,0,0,3,1,3,0.0,1500.0,1,0,0,0,0,0,753320000000000.0,0.0,0.0,0
9796,3,0,0,2,0,2,1,1,0.0,314.93,0,0,0,0,0,0,1125000000000000.0,0.0,0.0,0
9797,1,0,0,1,0,2,1,1,0.0,67195.07,0,0,0,0,0,0,275760000000000.0,0.0,0.0,0
9799,2,0,0,2,6,2,1,1,0.0,9176.61,0,0,0,0,0,0,48190000000000.0,0.0,0.0,0
9801,4,1,0,2,0,2,1,1,0.0,926.0,0,1,0,0,0,0,139830000000000.0,0.0,0.0,0
9802,4,0,0,2,0,1,0,1,0.0,,1,0,0,0,0,0,743080000000000.0,0.0,0.0,0
9803,3,0,0,2,0,4,1,2,0.0,1.0,1,0,0,0,0,0,2125280000000000.0,0.0,0.0,0
9804,4,0,0,2,0,4,1,3,0.0,40000.0,1,1,0,0,0,0,935260000000000.0,0.0,0.0,0
9805,3,0,0,2,0,2,1,2,10375.18,220000.0,0,0,0,0,0,0,123920000000000.0,0.0,0.0,0
9807,4,0,0,1,0,4,1,4,0.0,24.392857143,1,0,0,0,0,0,1148560000000000.0,0.0,0.0,0
9808,4,0,0,0,0,3,1,2,0.0,1600.0,1,0,0,0,0,0,1497440000000000.0,0.0,0.0,0
9810,3,0,0,2,0,2,1,1,0.0,51600.0,0,0,0,0,0,0,11670000000000.0,0.0,0.0,0
9811,3,0,0,2,0,2,1,4,0.0,10.4323,1,0,0,0,0,0,660440000000000.0,0.0,0.0,0
9812,1,0,0,0,0,1,1,1,0.0,0.0,0,0,0,0,0,0,154440000000000.0,0.0,0.0,0
9814,2,0,0,2,0,1,1,1,0.0,89369.03,0,0,0,0,0,0,47850000000000.0,0.0,0.0,0
9815,3,0,0,2,7,2,1,1,0.0,54073.52,0,0,0,0,0,0,474820000000000.0,0.0,0.0,0
9816,3,0,0,1,0,4,1,1,0.0,39264.66,0,1,0,0,0,0,1161390000000000.0,0.0,0.0,0
9817,2,2,0,0,0,2,1,1,0.0,86520.88,0,0,0,0,0,0,3181950000000000.0,0.0,0.0,0
9818,2,0,1,2,6,3,1,1,0.0,11272.42,0,0,0,0,0,0,104160000000000.0,0.0,0.0,0
9819,2,0,0,0,0,2,1,1,0.0,,0,0,0,0,0,0,2610000000000.0,0.0,0.0,0
9820,3,0,0,2,0,2,1,1,0.0,,0,1,0,0,0,0,264610000000000.0,0.0,0.0,0
9821,1,0,0,1,3,3,1,3,0.0,621.149,1,0,0,0,0,0,609660000000000.0,0.0,0.0,0
9822,3,0,0,1,5,2,0,1,0.0,,1,0,0,0,0,0,0.23698030219728125,0.0,0.0,0
9823,3,0,0,1,0,3,1,1,0.0,1.5924117647,0,0,0,0,0,0,240000000000.0,0.0,0.0,0
9824,3,0,0,0,0,3,1,1,0.0,,0,1,0,0,0,0,2609750000000000.0,0.0,0.0,0
9825,3,0,0,2,0,3,1,3,0.0,7000.0,1,0,0,0,0,0,550800000000000.0,0.0,0.0,0
9826,3,0,0,2,0,3,1,2,0.0,501.5,1,0,0,0,0,0,1032430000000000.0,0.0,0.0,0
9827,3,2,1,0,6,5,1,1,0.0,72978.61,0,0,1,0,421,5000,1000380000000000.0,0.08325075578173398,100137.229166667,0
9828,2,0,0,2,0,2,1,3,957.29,20000.0,1,0,0,0,0,0,230460000000000.0,0.0,0.0,0
9829,3,0,0,2,0,3,1,1,0.0,1780.0,0,1,0,0,0,0,465240000000000.0,0.0,0.0,0
9830,2,0,0,1,0,3,1,2,0.0,75000.0,1,0,0,0,0,0,567390000000000.0,0.0,0.0,0
9832,4,0,0,2,0,2,1,1,0.0,,0,0,0,0,0,0,1179370000000000.0,0.0,0.0,0
9833,4,0,0,0,0,3,1,1,0.0,1800.0,0,0,0,0,0,0,820090000000000.0,0.0,0.0,0
9834,2,0,0,2,0,3,1,2,0.0,50000.0,1,0,0,0,0,0,638220000000000.0,0.0,0.0,0
9835,4,0,0,1,0,2,1,1,0.0,,0,0,0,0,0,0,1044200000000000.0,0.0,0.0,0
9836,3,0,0,0,0,3,1,2,0.0,70000.0,1,0,0,0,0,0,825730000000000.0,0.0,0.0,0
9837,3,0,0,0,0,3,1,3,0.0,0.7001203516,1,0,0,0,0,0,1824480000000000.0,0.0,0.0,0
9838,3,0,0,2,0,2,1,1,0.0,,0,0,0,0,0,0,15320000000000.0,0.0,0.0,0
9839,1,0,0,1,0,3,1,2,0.0,45000.0,1,0,0,0,0,0,523160000000000.0,0.0,0.0,0
9840,1,0,0,2,0,3,1,1,0.0,8097.84,0,1,0,0,0,0,1077540000000000.0,0.0,0.0,0
9841,1,2,0,2,2,3,0,0,0.0,,0,0,1,0,0,15500,0.0,0.0,0.0,0
9842,3,0,0,1,0,3,1,2,0.0,0.0,1,0,0,0,0,0,780460000000000.0,0.0,0.0,0
9843,4,0,0,2,0,3,1,2,0.0,20873.65,1,0,0,0,0,0,630870000000000.0,0.0,0.0,0
9844,2,0,0,2,0,4,1,5,0.0,0.5,1,0,0,0,0,0,1241580000000000.0,0.0,0.0,0
9845,0,0,0,0,0,4,1,2,0.0,,1,0,0,0,0,0,476080000000000.0,0.0,0.0,0
9846,4,0,0,1,0,2,0,3,0.0,,1,0,0,0,0,0,800000000000000.0,0.0,0.0,0
9847,4,0,0,0,0,2,1,4,0.0,,1,0,0,0,0,0,1367900000000000.0,0.0,0.0,0
9848,1,0,0,0,0,1,0,2,0.0,,1,0,0,0,0,0,1000000000000000.0,0.0,0.0,0
9849,4,0,0,0,0,1,0,1,0.0,,1,0,0,0,0,0,1800000000000000.0,0.0,0.0,0
9850,4,0,0,0,0,1,0,1,0.0,,1,0,0,0,0,0,1000000000000000.0,0.0,0.0,0
9851,2,0,0,2,0,3,1,2,0.0,,1,0,0,0,0,0,1005100000000000.0,0.0,0.0,0
9852,3,0,0,2,0,3,1,4,4472.530000000001,85000.0,1,0,0,0,0,0,865310000000000.0,0.0,0.0,0
9853,3,0,0,2,0,3,1,2,0.0,,1,0,0,0,0,0,560010000000000.0,0.0,0.0,0
9854,3,0,0,2,0,1,0,1,0.0,,1,0,0,0,0,0,500000000000000.0,0.0,0.0,0
9856,3,0,0,2,0,3,1,4,0.0,4.00014,1,0,0,0,0,0,1550540000000000.0,0.0,0.0,0
9857,4,0,0,0,0,4,1,2,0.0,,1,1,0,0,0,0,1045000000000000.0,0.0,0.0,0
9858,1,0,0,2,0,4,1,2,0.0,0.8244955752,1,1,0,0,0,0,1033120000000000.0,0.0,0.0,0
9859,1,0,0,1,0,3,1,2,0.0,,1,0,0,0,0,0,1252780000000000.0,0.0,0.0,0
9861,3,0,0,0,0,4,1,2,0.0,49888.28,1,0,0,0,0,0,439410000000000.0,0.0,0.0,0
9862,3,0,0,0,0,3,1,6,0.0,100000.0,1,0,0,0,0,0,1045690000000000.0,0.0,0.0,0
9863,2,0,0,2,0,3,1,2,0.0,14277.81,1,0,0,0,0,0,4010000000000000.0,0.0,0.0,0
9864,2,0,0,0,0,4,1,3,0.0,78000.0,1,0,0,0,0,0,472480000000000.0,0.0,0.0,0
9865,1,0,0,2,0,3,1,2,0.0,50000.0,1,0,0,0,0,0,550070000000000.0,0.0,0.0,0
9866,3,0,0,1,0,3,1,2,0.0,0.0,1,0,0,0,0,0,552110000000000.0,0.0,0.0,0
9867,1,0,0,2,0,4,1,5,0.0,40000.0,1,1,0,0,0,0,2616950000000000.0,0.0,0.0,0
9868,2,0,0,2,0,5,1,2,0.0,1.134711247,1,0,0,0,0,0,745940000000000.0,0.0,0.0,0
9869,2,0,0,0,0,3,1,4,0.0,,1,0,0,0,0,0,720050000000000.0,0.0,0.0,0
9872,3,0,0,2,0,5,1,2,0.0,37000.0,1,0,0,0,0,0,688480000000000.0,0.0,0.0,0
9873,1,0,0,0,0,4,1,1,0.0,3100.0,0,0,0,0,0,0,6000000000000.0,0.0,0.0,0
9874,4,0,0,0,0,2,1,1,0.0,,0,1,0,0,0,0,334790000000000.0,0.0,0.0,0
9875,3,0,0,2,0,3,1,2,0.0,0.6428571429,1,0,0,0,0,0,500090000000000.0,0.0,0.0,0
9876,1,2,0,2,6,4,1,2,0.0,,1,0,1,0,0,33600,1100140000000000.0,0.08324888251436258,110125.6025,0
9878,3,0,0,2,0,4,1,3,0.0,0.5263157895,1,0,0,0,0,0,664640000000000.0,0.0,0.0,0
9879,2,0,0,2,0,3,1,5,0.0,1.0,1,0,0,0,0,0,880130000000000.0,0.0,0.0,0
9880,3,0,0,2,0,3,1,2,0.0,,1,0,0,0,0,0,770100000000000.0,0.0,0.0,0
9881,3,1,0,2,6,2,0,0,0.0,,0,0,1,0,0,3000,0.0,1e-10,41.496666667,0
9882,3,0,0,0,0,2,1,5,0.0,0.347826087,1,0,0,0,0,0,1370120000000000.0,0.0,0.0,0
9883,3,0,0,0,0,4,1,3,0.0,0.0,1,1,0,0,0,0,747510000000000.0,0.0,0.0,0
9884,3,0,0,0,0,3,1,1,0.0,0.0,0,0,0,0,0,0,550280000000000.0,0.0,0.0,0
9885,3,0,0,2,0,2,1,2,0.0,,1,0,0,0,0,0,1100110000000000.0,0.0,0.0,0
9886,2,0,0,2,6,3,1,1,0.0,,0,0,0,0,0,0,46010000000000.0,0.0,0.0,0
9887,3,0,0,0,0,3,1,1,0.0,0.0,0,0,0,0,0,0,560250000000000.0,0.0,0.0,0
9888,4,0,0,1,0,2,1,2,0.0,,1,0,0,0,0,0,500040000000000.0,0.0,0.0,0
9889,4,0,0,1,0,4,1,2,0.0,0.0,1,0,0,0,0,0,4500770000000000.0,0.0,0.0,0
9890,4,0,0,0,0,2,1,1,0.0,0.0,0,0,0,0,0,0,1010220000000000.0,0.0,0.0,0
9891,0,1,1,2,5,4,1,1,0.0,450.0,0,0,1,0,0,29000,45510000000000.0,0.0,0.0,0
9892,2,0,0,0,0,3,1,2,0.0,,1,0,0,0,0,0,1120030000000000.0,0.0,0.0,0
9893,4,0,0,1,0,3,1,2,0.0,0.7142857143,1,0,0,0,0,0,881380000000000.0,0.0,0.0,0
9895,4,2,0,1,5,1,0,0,0.0,,0,1,0,0,0,0,910130000000000.0,0.0,0.0,0
9896,1,0,0,2,0,3,1,2,0.0,1.5224,1,0,0,0,0,0,762080000000000.0,0.0,0.0,0
9897,2,2,1,2,6,4,1,1,0.0,145823.29,0,0,1,0,0,8000,1165080000000000.0,0.0,0.0,0
9898,3,2,1,2,6,3,1,1,0.0,47567.0,0,0,0,0,0,0,700300000000000.0,0.0,0.0,0
9899,2,2,2,2,5,5,1,1,0.0,24000.0,0,0,1,0,0,11000,0.04895873015873014,0.0,0.0,0
9900,3,0,1,2,0,2,1,1,0.0,,0,0,0,0,0,0,22200000000000.0,0.0,0.0,0
9901,3,2,1,2,6,5,1,1,0.0,2.32365,0,0,1,0,0,16900,1204140000000000.0,0.0,0.0,0
9902,3,0,0,2,0,3,1,3,0.0,40000.0,1,0,0,0,0,0,791670000000000.0,0.0,0.0,0
9903,2,1,2,0,1,4,1,3,40742.02,181283.59,1,0,0,0,0,0,1143720000000000.0,0.0,0.0,0
9904,4,0,0,2,0,3,1,2,0.0,1.0524,1,0,0,0,0,0,574510000000000.0,0.0,0.0,0
9905,3,1,1,2,3,5,1,2,2992.74,0.1048463687,0,0,1,0,465,8200,90960000000000.0,0.08126999204004007,9326.93583333,0
9906,2,2,0,2,1,2,1,2,0.0,145000.0,1,0,0,0,0,0,228520000000000.0,0.0,0.0,0
9907,3,0,0,2,0,3,1,4,0.0,,1,0,0,0,0,0,1135970000000000.0,0.0,0.0,0
9908,3,1,1,2,2,4,1,1,0.0,10545.0,0,0,1,0,2728,5000,50210000000000.0,0.07685698564376776,5444.09416667,0
9909,4,0,0,1,0,2,1,5,0.0,833500.0,1,0,0,0,0,0,5081360000000000.0,0.0,0.0,0
9910,3,0,0,1,0,4,1,2,0.0,,1,1,0,0,0,0,716120000000000.0,0.0,0.0,0
9911,2,2,0,2,6,2,1,1,0.0,,0,0,1,0,427,37000,700730000000000.0,0.08310189166688926,70268.15583333,0
9912,2,0,0,2,8,1,0,0,0.0,,0,0,0,0,0,0,0.0,0.0,0.0,0
9914,2,1,3,2,6,3,1,1,0.0,,0,0,1,0,0,7500,9180000000000.0,0.08250921497718143,927.1691666667,0
9915,3,0,1,0,2,3,1,2,0.0,,1,0,0,0,0,0,1100240000000000.0,0.0,0.0,0
9916,2,0,0,0,0,4,1,1,0.0,,0,0,0,0,0,0,408350000000000.0,0.0,0.0,0
9917,3,0,0,1,0,2,1,2,0.0,,1,0,0,0,0,0,1045690000000000.0,0.0,0.0,0
9918,3,2,0,0,4,2,1,1,0.0,50895.04,0,0,0,0,0,0,57200000000000.0,0.0,0.0,0
9919,3,1,1,2,3,5,1,2,0.0,30000.0,1,0,1,0,0,8500,1088340000000000.0,0.0,0.0,0
9920,3,0,0,2,0,3,1,3,0.0,2180000.0,1,0,0,0,0,0,1.143734e+16,0.0,0.0,0
9921,3,1,1,2,3,4,1,3,0.0,1.608225,1,0,1,0,2005,8500,450650000000000.0,0.08230871790002998,45625.98916667,0
9922,3,0,0,2,4,5,1,2,0.0,423717.66,1,0,0,0,0,0,2045750000000000.0,0.0,0.0,0
9923,3,0,0,1,0,3,1,1,0.0,0.0,0,1,0,0,0,0,3216230000000000.0,0.0,0.0,0
9924,3,3,3,2,7,4,1,1,0.0,74597.98,0,0,1,0,3873,99700,152670000000000.0,0.07336590750551321,17341.1608333,0
9925,2,0,0,1,0,3,1,1,0.0,593.29,0,0,0,0,0,0,305000000000000.0,0.0,0.0,0
9926,1,2,0,2,0,2,1,1,0.0,88904.22,0,0,0,0,0,0,383580000000000.0,0.0,0.0,0
9927,3,0,0,0,0,3,1,2,0.0,279001.0,1,0,0,0,0,0,1009160000000000.0,0.0,0.0,0
9928,3,0,0,2,0,3,1,5,0.0,1.38,1,0,0,0,0,0,3011320000000000.0,0.0,0.0,0
9929,3,0,0,2,0,5,1,2,0.0,80000.0,1,0,0,0,0,0,729190000000000.0,0.0,0.0,0
9930,3,0,0,0,0,2,1,1,0.0,269820.0,0,0,0,0,0,0,12940000000000.0,0.0,0.0,0
9932,3,0,0,0,0,3,1,6,0.0,,1,0,0,0,0,0,5006690000000000.0,0.0,0.0,0
9933,3,0,0,2,0,3,1,1,0.0,2203.24,0,0,0,0,0,0,514490000000000.0,0.0,0.0,0
9934,3,0,0,1,0,2,1,1,0.0,21213.3,0,0,0,0,0,0,52430000000000.0,0.0,0.0,0
9935,4,0,0,1,0,2,1,4,0.0,,1,0,0,0,0,0,3113550000000000.0,0.0,0.0,0
9936,4,0,0,1,0,2,1,2,0.0,0.0,1,0,0,0,0,0,1370370000000000.0,0.0,0.0,0
9937,4,2,0,1,1,2,1,8,0.0,95000.0,1,0,0,0,0,0,2668900000000000.0,0.0,0.0,0
9938,4,1,3,2,2,4,1,4,0.0,16048.69,1,0,1,0,0,6000,1197830000000000.0,0.08333025390404418,119787.4266666667,0
9939,4,0,0,2,0,2,1,2,0.0,,1,0,0,0,0,0,848070000000000.0,0.0,0.0,0
9940,4,0,0,1,0,2,1,1,0.0,268.0,0,0,0,0,0,0,60780000000000.0,0.0,0.0,0
9941,4,0,3,0,1,2,1,1,0.0,0.55,0,0,0,0,0,0,40780000000000.0,0.0,0.0,0
9942,4,0,0,0,0,2,1,8,6130.1,520000.0,1,0,0,0,0,0,4995940000000000.0,0.0,0.0,0
9943,4,0,0,2,0,3,1,2,0.0,80000.0,1,0,0,0,0,0,1103010000000000.0,0.0,0.0,0
9944,4,0,0,0,0,4,1,2,11713.690000000002,35000.0,0,1,0,0,0,0,1343740000000000.0,0.0,0.0,0
9945,3,0,0,0,0,4,1,4,0.0,0.8906088751,1,0,0,0,0,0,1820400000000000.0,0.0,0.0,0
9946,4,0,0,0,0,2,1,4,0.0,4.2931125727,1,0,0,0,0,0,1211460000000000.0,0.0,0.0,0
9947,3,0,3,0,2,4,1,5,0.0,182360.96,1,0,0,0,0,0,856030000000000.0,0.0,0.0,0
9948,3,0,0,1,0,2,1,1,0.0,0.0,0,0,0,0,0,0,435510000000000.0,0.0,0.0,0
9949,3,0,0,1,0,4,1,4,0.0,0.9528979802,1,0,0,0,0,0,751220000000000.0,0.0,0.0,0
9950,3,0,0,1,0,4,1,3,34694.43000000001,1.4462734483,1,0,0,0,0,0,1489430000000000.0,0.0,0.0,0
9951,4,0,1,1,1,4,1,10,0.0,25.7524762,1,1,0,0,0,0,6083600000000000.0,0.0,0.0,0
9952,3,0,0,0,1,4,1,6,0.0,14.74,1,0,0,0,0,0,3752410000000000.0,0.0,0.0,0
9953,3,2,1,1,2,5,1,3,0.0,70610.0,1,0,1,0,0,5100,820790000000000.0,0.08332807122048183,82084.1833333333,0
9954,3,2,1,2,4,3,1,6,53002.94,2.63917543,1,0,1,0,2112,11000,2207460000000000.0,0.08314221649086778,221253.42333333,0
9955,4,0,0,0,0,1,0,4,0.0,,1,0,0,0,0,0,1200000000000000.0,0.0,0.0,0
9956,3,0,0,2,0,5,1,3,0.0,0.7444320512,1,0,0,0,0,0,1512720000000000.0,0.0,0.0,0
9957,4,0,0,0,0,2,1,1,0.0,2070.0,0,0,0,0,0,0,921180000000000.0,0.0,0.0,0
9958,3,3,0,2,5,4,1,4,6256.34,,1,0,1,0,0,14500,387540000000000.0,0.0,0.0,0
9959,4,0,0,2,0,2,0,4,0.0,,1,0,0,0,0,0,800000000000000.0,0.0,0.0,0
9960,3,0,0,2,0,3,1,9,0.0,,1,0,0,0,0,0,1613980000000000.0,0.0,0.0,0
9961,3,1,0,2,4,3,1,2,0.0,42000.0,1,0,0,0,0,0,2480070000000000.0,0.0,0.0,0
9962,3,1,1,2,3,3,1,1,0.0,1.0435326055,0,0,0,0,0,0,50000000000.0,0.0,0.0,0
9963,3,0,0,2,6,2,1,11,0.0,4.4669731136,1,0,0,0,0,0,3160980000000000.0,0.0,0.0,0
9964,4,0,0,0,0,2,1,5,0.0,0.6744186047,1,0,0,0,0,0,1071890000000000.0,0.0,0.0,0
9965,3,0,0,2,2,4,1,5,3948.33,6088.35,1,0,1,0,1620,5000,661450000000000.0,0.0830332456725467,66384.0525,0
9966,3,2,1,2,5,5,1,6,0.0,426705.03,1,0,1,0,453,29000,4025710000000000.0,0.08310090507108658,403696.9675,0
9967,3,0,0,0,0,3,1,1,0.0,0.9710545455,0,0,0,0,0,0,22390000000000.0,0.0,0.0,0
9968,4,0,0,1,0,5,1,3,4162.24,141.53571429,1,1,0,0,0,0,1402640000000000.0,0.0,0.0,0
9969,3,2,3,2,5,5,1,1,0.0,109.3,0,0,1,0,0,3000,819250000000000.0,3.521747354222067,1938.55,0
9970,4,0,0,1,1,2,1,9,0.0,0.0,1,0,0,0,0,0,1.255349e+16,0.0,0.0,0
9971,4,0,0,1,0,3,1,2,0.0,,1,0,0,0,0,0,550220000000000.0,0.0,0.0,0
9972,4,0,1,2,2,5,1,2,0.0,24.496885607,1,0,1,0,950,3000,1352740000000000.0,0.08323652852747668,135431.325,0
9973,3,0,0,2,2,4,1,2,0.0,0.0,1,1,0,0,0,0,790100000000000.0,0.0,0.0,0
9974,3,2,1,2,6,1,1,1,0.0,1760.9427609,0,0,0,0,0,0,172180000000000.0,0.0,0.0,0
9975,3,0,0,1,0,4,1,1,0.0,1000.0,0,1,0,0,0,0,259430000000000.0,0.0,0.0,0
9976,3,0,0,0,0,4,1,2,0.0,0.8477797157,1,0,0,0,0,0,949130000000000.0,0.0,0.0,0
9977,3,0,0,2,6,4,1,2,0.0,0.085,1,1,0,0,0,0,2830870000000000.0,0.0,0.0,0
9978,3,0,0,2,0,5,1,9,2065.2000000000003,19.71065,1,1,0,0,0,0,2128030000000000.0,0.0,0.0,0
9979,3,0,0,2,2,3,1,2,0.0,,1,0,0,0,0,0,3700420000000000.0,0.0,0.0,0
9980,3,1,1,2,6,3,1,1,0.0,16724.8,0,0,1,0,385,6200,449030000000000.0,0.08254963462349642,45329.29416667,0
9981,3,1,3,1,5,3,1,2,0.0,,1,0,0,0,0,0,550050000000000.0,0.0,0.0,0
9982,3,2,0,2,6,4,1,1,0.0,13687.42,0,0,1,0,0,15000,10000000000000.0,0.0,0.0,0
9983,3,0,0,2,5,3,1,1,0.0,964.79679487,0,1,0,0,0,0,899580000000000.0,0.0,0.0,0
9984,3,0,0,2,5,2,1,1,0.0,7157.0,0,1,0,0,0,0,65050000000000.0,0.0,0.0,0
9985,4,0,1,1,0,2,1,1,0.0,15400.0,0,0,0,0,0,0,80380000000000.0,0.0,0.0,0
9986,3,2,1,0,5,2,1,2,10358.07,50000.0,0,0,0,0,0,0,249650000000000.0,0.0,0.0,0
9987,3,0,0,1,0,1,0,1,0.0,,1,0,0,0,0,0,669550000000000.0,0.0,0.0,0
9988,4,0,0,2,2,1,0,0,0.0,,0,0,1,0,351,6500,0.0,1e-10,86.7025,0
9989,3,2,2,2,7,4,1,4,0.0,16.954341429,1,0,1,0,3936,5000,3032430000000000.0,0.08315816661845112,303881.76,0
9990,3,0,0,0,2,4,1,5,0.0,111.9325,1,0,1,0,0,7000,3019060000000000.0,0.0,0.0,0
9991,3,0,0,0,2,4,1,2,0.0,,1,0,1,0,252,3500,220530000000000.0,0.08288618477371189,22171.97,0
9992,3,2,3,2,4,3,1,4,0.0,20000.0,1,0,0,0,0,0,858800000000000.0,0.0,0.0,0
9993,4,0,0,1,0,5,1,4,0.0,2.0,1,1,0,0,0,0,1337950000000000.0,0.0,0.0,0
9994,3,0,0,1,0,3,1,1,0.0,1.2343333333,0,0,0,0,0,0,13340000000000.0,0.0,0.0,0
9995,3,2,1,0,5,3,1,1,0.0,10729.11,0,0,1,0,1800,11000,12350000000000.0,0.04809117005497343,2140.0325000000003,0
9996,2,3,0,2,3,2,1,3,25164.5,,0,1,0,0,0,0,303690000000000.0,0.0,0.0,0
9997,3,0,1,1,3,3,1,2,570.1300000000001,42.2,0,1,0,0,0,0,565670000000000.0,0.0,0.0,0
9998,4,0,0,1,0,3,1,3,0.0,100000.0,1,0,0,0,0,0,1150160000000000.0,0.0,0.0,0
9999,3,0,0,2,5,2,1,1,0.0,1000.0,0,0,0,0,0,0,17910000000000.0,0.0,0.0,0
10000,3,0,0,2,7,2,1,3,0.0,,1,0,0,0,0,0,7577560000000000.0,0.0,0.0,0
10001,2,0,0,2,0,3,1,2,0.0,50000.0,1,0,0,0,0,0,419140000000000.0,0.0,0.0,0
10002,3,2,0,0,1,2,1,1,0.0,401000.0,0,0,0,0,0,0,121440000000000.0,0.0,0.0,0
10003,2,1,1,2,5,4,1,2,0.0,3000.0,1,0,1,0,5,16600,535110000000000.0,0.08322800295797485,53578.721666667,0
10004,3,0,0,2,0,1,1,1,0.0,,0,0,0,0,0,0,1278390000000000.0,0.0,0.0,0
10005,0,0,0,0,0,3,1,3,0.0,150000.0,1,0,0,0,0,0,1660190000000000.0,0.0,0.0,0
